;Unnamed: 0;anno;provincia;comune;giorno;organo_di_rilevazione;localizzazione_incidente;denominazione_della_strada;tronco_di_strada_o_autostrada;tipo_di_strada;pavimentazione;intersezione_o_non_interse3;fondo_stradale;segnaletica;condizioni_meteorologiche;natura_incidente;tipo_veicolo_a;tipo_veicoli__b_;tipo_veicolo__c_;veicolo__a____circostanze_10;veicolo__a____circostanze_11;veicolo__b____circostanze_13;veicolo__b____circostanze_14;veicolo__a___anno_immatric18;immatricolazione_veicolo__b_;immatricolazione_veicolo__c_;veicolo__a___et__conducente;veicolo__a___sesso_conducente;veicolo__a___esito_conducente;veicolo__a___patente_condu29;veicolo__a___anno_rilascio30;veicolo__a___passeggeri_an35;veicolo__a___et__passegger36;veicolo__a___sesso_passegg37;veicolo__a___esito_passegg38;veicolo__a___et__passegger39;veicolo__a___sesso_passegg40;veicolo__a___esito_passegg41;veicolo__a___et__passegger42;veicolo__a___sesso_passegg43;veicolo__a___esito_passegg44;veicolo__a___et__passegger45;veicolo__a___sesso_passegg46;veicolo__a___altri_passegg47;veicolo__a___altri_passegg48;veicolo__a___altri_passegg49;veicolo__a___altri_passegg50;veicolo__b___et__conducente;veicolo__b___sesso_conducente;veicolo__b___esito_conducente;veicolo__b___patente_condu51;veicolo__b___anno_rilascio52;veicolo__b___passeggeri_an57;veicolo__b___et__passegger58;veicolo__b___sesso_passegg59;veicolo__b___esito_passegg60;veicolo__b___et__passegger61;veicolo__b___sesso_passegg62;veicolo__b___esito_passegg63;veicolo__b___et__passegger64;veicolo__b___sesso_passegg65;veicolo__b___esito_passegg66;veicolo__b___et__passegger67;veicolo__b___sesso_passegg68;veicolo__b___altri_passegg69;veicolo__b___altri_passegg70;veicolo__b___altri_passegg71;veicolo__b___altri_passegg72;veicolo__c___et__conducente;veicolo__c___sesso_conducente;veicolo__c___esito_conducente;veicolo__c___patente_condu73;veicolo__c___anno_rilascio74;veicolo__c___passeggeri_an79;veicolo__c___et__passegger80;veicolo__c___sesso_passegg81;veicolo__c___esito_passegg82;veicolo__c___et__passegger83;veicolo__c___sesso_passegg84;veicolo__c___esito_passegg85;veicolo__c___et__passegger86;veicolo__c___sesso_passegg87;veicolo__c___esito_passegg88;veicolo__c___et__passegger89;veicolo__c___sesso_passegg90;veicolo__c___altri_passegg91;veicolo__c___altri_passegg92;veicolo__c___altri_passegg93;veicolo__c___altri_passegg94;pedone_morto_1__sesso;pedone_morto_1__et_;pedone_ferito_1__sesso;pedone_ferito_1__et_;pedone_morto_2__sesso;pedone_morto_2__et_;pedone_ferito_2__sesso;pedone_ferito_2__et_;pedone_morto_3__sesso;pedone_morto_3__et_;pedone_ferito_3__sesso;pedone_ferito_3__et_;pedone_morto_4__sesso;pedone_morto_4__et_;pedone_ferito_4__sesso;pedone_ferito_4__et_;altri_veicoli_coinvolti;morti_maschi_coinvolti_su_95;morti_femmine_coinvolti_su96;feriti_maschi_coinvolti_su97;feriti_femmine_coinvolti_s98;morti_entro_24_ore;morti_entro_30_giorni;feriti;descrizione_strada;Ora;chilometri;ettometrica;trimestre;Long;Lat
196;98927;16;15;146;5;4;1;   ;12;1;1;7;1;4;1;5;1;  ;  ;40;  ;55;  ;2011       ;           ;           ;45-54;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;3;65+  ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Derna, 19                                            ;12;0;0;1;9,236744999999999;45,4997778
197;98928;16;15;146;5;4;1;   ;12;2;1;1;1;4;1;5;1;  ;  ;49;  ;53;  ;2008       ;           ;           ;30-44;1;1;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;3;45-54; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;ripa di Porta Ticinese incrocio via Lombardini Elia      ;13;0;0;1;9,1639315;45,4493479
198;98929;16;15;146;5;4;1;   ;12;2;1;7;1;4;1;6;1;01;  ;64;  ;62;  ;(2001,2006];(2001,2006];           ;30-44;1;1;2;(1991,1996]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;55-64;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via della Chiesa Rossa, 71                               ;16;0;0;1;9,1716891;45,42941039999999
199;98930;16;15;146;5;4;1;   ;12;2;1;8;1;4;1;2;1;16;  ;21;  ;20;  ;2012       ;2015       ;           ;30-44;2;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazza Giovine Italia, palo luce 8                       ;16;0;0;1;9,169455;45,4675173
200;98956;16;15;146;5;4;1;   ;12;1;1;7;2;4;3;4;1;01;01;22;  ;20;  ;(2001,2006];(1986,1991];           ;30-44;1;1;3;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(2011,2016];2;30-44;4; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;2;1;2;(2011,2016]; ;     ; ;2;10-14;4; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;Via Sempione, palo luce 160                              ;23;0;0;1;9,1643745;45,4818708
201;98957;16;15;146;6;4;1;   ;12;4;1;4;2;4;3;2;1;01;  ;01;  ;10;  ;2009       ;(2001,2006];           ;55-64;2;2;2;(1991,1996]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Sauro Nazario incrocio viale Zara                  ;1;0;0;1;9,192733;45,49254639999999
202;98958;16;15;146;6;4;1;   ;12;4;1;4;2;4;3;2;1;01;  ;17;  ;01;  ;2014       ;2008       ;           ;30-44;1;1;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;2;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Padova incrocio via Rizzoli Angelo                   ;9;0;0;1;9,2583235;45,51207669999999
203;98959;16;15;146;6;4;1;   ;12;2;1;7;2;4;3;2;16;01;  ;20;  ;21;  ;(2001,2006];(2001,2006];           ;30-44;1;2;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;65+  ;1;1;2;(<=1976]   ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Padova, 173                                          ;12;0;0;1;9,2369332;45,5016233
204;98960;16;15;146;6;4;1;   ;12;4;1;4;2;4;3;2;1;01;  ;01;  ;10;  ;2010       ;(2001,2006];           ;18-29;1;2;2;(2011,2016];2;18-29;4; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;2;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;viale Testi Fulvio incrocio via Chiese                   ;14;0;0;1;9,2098208;45,5224487
205;98961;16;15;146;6;4;1;   ;12;2;1;7;2;4;3;2;1;01;  ;34;  ;20;  ;2008       ;(2001,2006];           ;30-44;1;1;3;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;65+  ;2;2;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;largo Boccioni Umberto PROX G.B. GRASSI                  ;15;0;0;1;9,1284215;45,5118747
206;98962;16;15;146;6;4;1;   ;12;3;1;4;2;4;3;5;1;  ;  ;40;  ;55;  ;(2001,2006];           ;           ;65+  ;1;1;2;(1981,1986]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;18-29; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Novara incrocio via S.Giusto                         ;19;0;0;1;9,1189844;45,47298079999999
207;98963;16;15;146;7;4;1;   ;12;2;1;7;2;4;3;6;1;01;  ;61;  ;61;  ;(2001,2006];2015       ;           ;30-44;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;55-64;1;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Massena Andrea, 2 a                                  ;2;0;0;1;9,1675577;45,478054
208;98964;16;15;146;7;4;1;   ;12;1;1;7;2;4;3;4;1;01;  ;22;  ;20;  ;2010       ;(1991,1996];           ;30-44;1;1;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;1;1;2;(1991,1996]; ;     ; ;2;45-54;4;2;30-44;4; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via De Amicis Edmondo, 49                                ;15;0;0;1;9,17492;45,4605
209;98965;16;15;146;1;4;1;   ;12;2;1;8;2;4;3;8;3;  ;  ;61;  ;65;  ;2014       ;           ;           ;30-44;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;corso Europa, palo luce 165                              ;12;0;0;1;9,1967828;45,4646515
210;98966;16;15;146;1;4;1;   ;12;4;1;4;1;4;1;3;1;16;  ;02;  ;01;  ;2009       ;2014       ;           ;30-44;2;1;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;65+  ;1;2;2;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazza Ascoli Graziadio Isaia incrocio viale dei Mille   ;17;0;0;1;9,2173269;45,47318079999999
211;99336;16;15;146;7;4;1;   ;12;3;1;7;1;4;1;5;14;  ;  ;40;  ;49;  ;           ;           ;           ;18-29;1;1;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;65+  ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Predabissi Francesco, 4                              ;19;0;0;2;9,2234759;45,4907569
212;99338;16;15;146;1;4;1;   ;12;4;1;4;2;4;3;5;1;  ;  ;46;  ;52;  ;2009       ;           ;           ;55-64;1;1;2;(1976,1981]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;18-29; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Campania incrocio via Archimede                    ;8;0;0;2;9,223630499999999;45,4655378
213;99339;16;15;146;1;4;1;   ;12;2;1;7;2;4;3;1;16;01;  ;21;  ;20;  ;2016       ;2007       ;           ;30-44;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;55-64;1;1;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Leoncavallo Ruggero, 10                              ;9;0;0;2;9,224147;45,49022960000001
214;99340;16;15;146;1;4;1;   ;12;2;1;7;2;4;1;5;1;  ;  ;40;  ;55;  ;2015       ;           ;           ;45-54;1;1;2;(1981,1986]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;3;30-44; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Ripamonti Giuseppe, 165                              ;11;0;0;2;9,2011895;45,43536599999999
215;99341;16;15;146;1;4;1;   ;12;2;1;4;1;4;1;2;16;08;  ;01;  ;17;  ;           ;           ;           ;18-29;1;2;5;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Galvani Luigi incrocio via Fara Gustavo              ;17;0;0;2;9,1993154;45,486326
216;99342;16;15;146;1;4;1;   ;12;2;1;4;2;4;1;2;1;01;  ;10;  ;17;  ;(2001,2006];2015       ;           ;65+  ;2;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(2011,2016];2;30-44;4; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Beato Angelico incrocio via Aselli Gaspare           ;17;0;0;2;9,2301326;45,4709205
217;99343;16;15;146;2;4;1;   ;12;4;1;7;2;4;3;11;16;  ;  ;73;  ;75;  ;(2001,2006];           ;           ;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Gioia Melchiorre, 72                                 ;9;0;0;2;9,20258;45,49077
218;99344;16;15;146;3;4;1;   ;12;2;1;7;2;4;3;3;8;16;  ;21;  ;20;  ;2009       ;2009       ;           ;30-44;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;55-64;1;2;2;(<=1976]   ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Crema, 8                                             ;14;0;0;2;9,202359399999999;45,4500732
219;99345;16;15;146;4;4;1;   ;12;2;1;7;2;4;1;3;1;16;  ;36;  ;20;  ;2007       ;2015       ;           ;18-29;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;2;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Zurigo, 12                                           ;10;0;0;2;9,1200786;45,4574091
220;99346;16;15;146;4;4;1;   ;12;3;1;4;2;4;3;2;8;08;  ;01;  ;17;  ;(2001,2006];(2001,2006];           ;30-44;1;2;2;(2011,2016];2;45-54;3; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;5;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Lorenteggio incrocio via Koch Robert                 ;15;0;0;2;9,1143146;45,4452321
221;99347;16;15;146;5;4;1;   ;12;2;1;4;1;4;1;5;1;  ;  ;49;  ;53;  ;(2001,2006];           ;           ;55-64;1;1;2;(1981,1986]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;55-64; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via dei Ciclamini incrocio viale Legioni Romane          ;12;0;0;2;9,126254099999999;45,4585971
222;99348;16;15;146;5;4;1;   ;12;3;1;4;2;4;1;5;1;  ;  ;49;  ;51;  ;2014       ;           ;           ;30-44;2;1;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;65+  ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via dei Missaglia incrocio via D'Ascanio Corradino       ;13;0;0;2;9,1757989;45,4184731
223;99349;16;15;146;5;4;1;   ;12;1;1;2;1;4;1;5;1;  ;  ;00;  ;00;  ;2010       ;           ;           ;30-44;2;1;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;3;6-9  ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazzale Ferrara incrocio via Pomposa                    ;18;0;0;2;9,2197575;45,437558
224;99350;16;15;146;5;4;1;   ;12;4;1;4;1;4;1;2;16;01;  ;04;  ;01;  ;2011       ;(2001,2006];           ;30-44;1;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;3;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;cavalcavia Milani Don Lorenzo incrocio piazza Ohm Giorgio;19;0;0;2;9,147121;45,4438332
225;99351;16;15;146;6;4;1;   ;12;4;1;4;1;4;1;8;1;  ;  ;64;  ;65;  ;2010       ;           ;           ;18-29;1;1;2;(2011,2016]; ;     ; ;2;30-44;3; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Troya Carlo incrocio via Savona                    ;7;0;0;2;9,1550459;45,4512748
226;99352;16;15;146;7;4;1;   ;12;2;1;3;1;4;1;2;1;01;  ;01;  ;04;  ;2007       ;2013       ;           ;18-29;2;2;2;(2011,2016]; ;     ; ;2;18-29;4;2;18-29;4;2;18-29;4;0;0;0;0;45-54;1;1;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;4;via De La Salle S.Giovanni incrocio via Padova           ;4;0;0;2;9,239951099999999;45,5037066
227;99353;16;15;146;1;4;1;   ;12;3;1;4;1;4;1;3;1;14;  ;01;  ;15;  ;2008       ;           ;           ;30-44;2;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;2;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Filippetti Angelo incrocio via Ripamonti Giuseppe  ;13;0;0;2;9,196531799999999;45,45205439999999
228;99354;16;15;146;2;4;1;   ;12;2;1;3;1;4;1;2;3;14;  ;06;  ;01;  ;2016       ;           ;           ;30-44;1;1;3;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;55-64;2;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Verona incrocio via Piacenza                         ;7;0;0;2;9,2044309;45,4491808
229;99355;16;15;146;2;4;1;   ;12;2;1;3;1;4;1;5;1;  ;  ;49;  ;53;  ;2014       ;           ;           ;65+  ;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;3;30-44; ;     ;4;6-9  ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Litta Modignani incrocio via Val di Bondo            ;9;0;0;2;9,1615234;45,5231204
230;99356;16;15;146;2;4;1;   ;12;4;1;7;1;4;1;2;16;01;  ;22;  ;21;  ;           ;           ;           ;30-44;1;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Gioia Melchiorre, 86                                 ;11;0;0;2;9,2037748;45,4915766
231;99357;16;15;146;2;4;1;   ;12;3;1;4;1;4;1;2;1;11;  ;02;  ;02;  ;(2001,2006];2008       ;           ;18-29;1;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;2;2;(2011,2016];2;30-44;3;2;65+  ;3;2;65+  ;4; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;5;viale Argonne incrocio piazza Fusina Andrea              ;12;0;0;2;9,230147299999999;45,46843399999999
232;99358;16;15;146;2;4;1;   ;12;2;1;4;1;4;1;6;8;01;  ;61;  ;61;  ;2011       ;2013       ;           ;45-54;1;1;3;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Bligny incrocio piazzale di Porta Lodovica         ;14;0;0;2;9,186655900000002;45,45181849999999
233;99359;16;15;146;2;4;1;   ;12;1;1;7;1;2;1;10;16;  ;  ;70;  ;71;  ;2013       ;           ;           ;55-64;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Finzi Prospero, palo luce 23                         ;20;0;0;2;9,218507899999999;45,5030857
234;99360;16;15;146;4;4;1;   ;12;3;1;7;2;4;3;8;1;  ;  ;61;  ;65;  ;2010       ;           ;           ;65+  ;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Cechov Antonio fronte palo luce n. 54 1              ;10;0;0;2;9,1160065;45,4933739
